Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
amino acid ABC transporter substrate-binding protein CDS,764517,765344,828,reverse,PP_0657,4.35,5.77
amino acid ABC transporter substrate-binding protein,764517,765344,828,reverse,,4.35,5.77
homocysteine S-methyltransferase family protein CDS,765406,766341,936,forward,PP_0658,7.1,9.43
homocysteine S-methyltransferase family protein,765406,766341,936,forward,,7.1,9.43
metB CDS,766509,767780,1272,forward,PP_0659,3.85,5.11
cystathionine gamma-synthase,766509,767780,1272,forward,,3.85,5.11
mmuP CDS,767923,769362,1440,forward,PP_0660,4.04,5.36
S-methyl-L-methionine transporter,767923,769362,1440,forward,,4.04,5.36
transcriptional regulator AmpR CDS,769408,770292,885,forward,PP_0661,7.25,9.63
transcriptional regulator AmpR,769408,770292,885,forward,,7.25,9.63
threonine synthase CDS,770317,771705,1389,forward,PP_0662,3.99,5.3
threonine synthase,770317,771705,1389,forward,,3.99,5.3
AsnC family transcriptional regulator CDS,771702,772139,438,forward,PP_0663,3.48,4.62
AsnC family transcriptional regulator,771702,772139,438,forward,,3.48,4.62
homoserine dehydrogenase CDS,772338,773381,1044,forward,PP_0664,2.12,2.82
homoserine dehydrogenase,772338,773381,1044,forward,,2.12,2.82
glyceraldehyde-3-phosphate dehydrogenase CDS,773394,774812,1419,forward,PP_0665,6.96,9.24
glyceraldehyde-3-phosphate dehydrogenase,773394,774812,1419,forward,,6.96,9.24
hypothetical protein CDS,774829,775191,363,forward,PP_0666,11.95,15.87
hypothetical protein,774829,775191,363,forward,,11.95,15.87
ECF family RNA polymerase sigma-70 factor CDS,775362,775898,537,forward,PP_0667,88.52,117.58
ECF family RNA polymerase sigma-70 factor,775362,775898,537,forward,,88.52,117.58
transmembrane sensor CDS,775895,776860,966,forward,PP_0668,30.29,40.23
transmembrane sensor,775895,776860,966,forward,,30.29,40.23
ferric siderophore receptor CDS,776951,779383,2433,forward,PP_0669,7.06,9.37
ferric siderophore receptor,776951,779383,2433,forward,,7.06,9.37
bile acid/Na+ symporter family transporter CDS,779517,780470,954,reverse,PP_0670,3.68,4.88
bile acid/Na  symporter family transporter,779517,780470,954,reverse,,3.68,4.88
glyA-II CDS,780592,781845,1254,reverse,PP_0671,18.77,24.93
serine hydroxymethyltransferase,780592,781845,1254,reverse,,18.77,24.93
sensory box protein CDS,782095,785925,3831,reverse,PP_0672,4.14,5.5
sensory box protein,782095,785925,3831,reverse,,4.14,5.5
hypothetical protein CDS,786147,786578,432,forward,PP_0673,4.7,6.24
hypothetical protein,786147,786578,432,forward,,4.7,6.24
ettA CDS,786883,788550,1668,forward,PP_0674,7.3,9.7
ADP/ATP ratio sensor/translation inhibitor,786883,788550,1668,forward,,7.3,9.7
gdhA CDS,788763,790112,1350,forward,PP_0675,7.66,10.17
NADP-dependent glutamate dehydrogenase,788763,790112,1350,forward,,7.66,10.17
transcription elongation factor CDS,790172,790669,498,reverse,PP_0676,42.63,56.62
transcription elongation factor,790172,790669,498,reverse,,42.63,56.62
lipoprotein CDS,790737,791093,357,reverse,PP_0677,150.21,199.53
lipoprotein,790737,791093,357,reverse,,150.21,199.53
hypothetical protein CDS,791195,793048,1854,reverse,PP_0678,47.29,62.82
hypothetical protein,791195,793048,1854,reverse,,47.29,62.82
hypothetical protein CDS,793120,793635,516,reverse,PP_0679,13268.47,17624.49
hypothetical protein,793120,793635,516,reverse,,13268.47,17624.49
ATP-dependent protease-like protein CDS,793859,796297,2439,forward,PP_0680,178.24,236.76
ATP-dependent protease-like protein,793859,796297,2439,forward,,178.24,236.76
hypothetical protein CDS,796460,796798,339,forward,PP_0681,112.72,149.72
hypothetical protein,796460,796798,339,forward,,112.72,149.72
inner membrane protein CDS,796988,797476,489,forward,PP_0682,25.86,34.35
inner membrane protein,796988,797476,489,forward,,25.86,34.35
hypothetical protein CDS,797553,797942,390,forward,PP_0683,208.03,276.32
hypothetical protein,797553,797942,390,forward,,208.03,276.32
fklB-I CDS,798028,798645,618,forward,PP_0684,178.03,236.47
FKBP-type peptidyl-prolyl cis-trans isomerase,798028,798645,618,forward,,178.03,236.47
hypothetical protein CDS,798672,798917,246,reverse,PP_0685,2286.46,3037.1
hypothetical protein,798672,798917,246,reverse,,2286.46,3037.1
yjdM CDS,799002,799343,342,reverse,PP_0686,14.84,19.72
Zn-ribbon domain-containing protein,799002,799343,342,reverse,,14.84,19.72
ispB CDS,799504,800472,969,reverse,PP_0687,13.34,17.71
octaprenyl diphosphate synthase,799504,800472,969,reverse,,13.34,17.71
rplU CDS,800519,801031,513,forward,PP_0688,108.49,144.11
50S ribosomal protein L21,800519,801031,513,forward,,108.49,144.11
rpmA CDS,801070,801327,258,forward,PP_0689,48.3,64.15
50S ribosomal protein L27,801070,801327,258,forward,,48.3,64.15
obg CDS,801516,802742,1227,forward,PP_0690,7.22,9.59
GTPase Obg,801516,802742,1227,forward,,7.22,9.59
proB CDS,802828,803946,1119,forward,PP_0691,36.66,48.7
glutamate 5-kinase,802828,803946,1119,forward,,36.66,48.7
hypothetical protein CDS,803943,804404,462,forward,PP_0692,28.87,38.35
hypothetical protein,803943,804404,462,forward,,28.87,38.35
hypothetical protein CDS,804498,807329,2832,reverse,PP_0693,2.97,3.94
hypothetical protein,804498,807329,2832,reverse,,2.97,3.94
hypothetical protein CDS,807326,808033,708,reverse,PP_0694,3,3.98
hypothetical protein,807326,808033,708,reverse,,3,3.98
hypothetical protein CDS,808023,809357,1335,reverse,PP_0695,3.11,4.13
hypothetical protein,808023,809357,1335,reverse,,3.11,4.13
hypothetical protein CDS,809434,810309,876,forward,PP_0696,21.7,28.83
hypothetical protein,809434,810309,876,forward,,21.7,28.83
rimI CDS,810306,810761,456,forward,PP_0697,22.87,30.38
ribosomal-protein-S18-alanine N-acetyltransferase,810306,810761,456,forward,,22.87,30.38
hypothetical protein CDS,810819,811394,576,forward,PP_5455,14.98,19.9
hypothetical protein,810819,811394,576,forward,,14.98,19.9
LysR family transcriptional regulator CDS,811334,812251,918,reverse,PP_0698,8.29,11.02
LysR family transcriptional regulator,811334,812251,918,reverse,,8.29,11.02
LysE family transporter CDS,812479,813093,615,forward,PP_0699,3.45,4.59
LysE family transporter,812479,813093,615,forward,,3.45,4.59
transmembrane sensor CDS,813396,814382,987,reverse,PP_0700,122.04,162.1
transmembrane sensor,813396,814382,987,reverse,,122.04,162.1
fsr-I CDS,814513,815727,1215,forward,PP_0701,26.59,35.32
fosmidomycin efflux system,814513,815727,1215,forward,,26.59,35.32
MFS transporter CDS,816052,817209,1158,forward,PP_0702,6.89,9.16
MFS transporter,816052,817209,1158,forward,,6.89,9.16
transmembrane sensor CDS,817217,818167,951,reverse,PP_0703,45.23,60.08
transmembrane sensor,817217,818167,951,reverse,,45.23,60.08
ECF family RNA polymerase sigma-70 factor CDS,818160,818675,516,reverse,PP_0704,230.66,306.38
ECF family RNA polymerase sigma-70 factor,818160,818675,516,reverse,,230.66,306.38
DNA-3-methyladenine glycosylase CDS,818847,819473,627,forward,PP_0705,60.35,80.17
DNA-3-methyladenine glycosylase,818847,819473,627,forward,,60.35,80.17
ada CDS,819521,820573,1053,forward,PP_0706,15.43,20.49
fused O(6)-alkylguanine DNA alkyltransferase/transcriptional activator,819521,820573,1053,forward,,15.43,20.49
hypothetical protein CDS,820630,823041,2412,forward,PP_0707,8.57,11.39
hypothetical protein,820630,823041,2412,forward,,8.57,11.39
betaine-aldehyde dehydrogenase CDS,823173,824603,1431,reverse,PP_0708,7.77,10.32
betaine-aldehyde dehydrogenase,823173,824603,1431,reverse,,7.77,10.32
NCS1 family transporter CDS,824617,826116,1500,reverse,PP_0709,6.49,8.62
NCS1 family transporter,824617,826116,1500,reverse,,6.49,8.62
hypothetical protein CDS,826209,826598,390,reverse,PP_0710,10.18,13.52
hypothetical protein,826209,826598,390,reverse,,10.18,13.52
ycaC-I CDS,826810,827430,621,forward,PP_0711,305.43,405.71
putative hydrolase,826810,827430,621,forward,,305.43,405.71
ppkB CDS,827537,828352,816,forward,PP_0712,309.25,410.77
polyphosphate kinase,827537,828352,816,forward,,309.25,410.77
kefB-I CDS,828389,829585,1197,forward,PP_0713,148.16,196.81
CPA2 family Kef-type potassium/proton antiporter,828389,829585,1197,forward,,148.16,196.81
PerM family transporter CDS,829626,830723,1098,forward,PP_0714,92.09,122.32
PerM family transporter,829626,830723,1098,forward,,92.09,122.32
outer membrane efflux protein CDS,830727,832241,1515,forward,PP_0715,66.04,87.72
outer membrane efflux protein,830727,832241,1515,forward,,66.04,87.72
HlyD family secretion protein CDS,832238,833335,1098,forward,PP_0716,51.7,68.67
HlyD family secretion protein,832238,833335,1098,forward,,51.7,68.67
membrane protein CDS,833325,834347,1023,forward,PP_0717,33.79,44.88
membrane protein,833325,834347,1023,forward,,33.79,44.88
sulfate transporter CDS,834366,836078,1713,reverse,PP_0718,38.88,51.64
sulfate transporter,834366,836078,1713,reverse,,38.88,51.64
ychF CDS,836255,837355,1101,reverse,PP_0719,6.87,9.13
ribosome-associated potassium-dependent ATP/GTPase,836255,837355,1101,reverse,,6.87,9.13
pth CDS,837380,837964,585,reverse,PP_0720,3.31,4.4
peptidyl-tRNA hydrolase,837380,837964,585,reverse,,3.31,4.4
rplY CDS,838044,838697,654,reverse,PP_0721,10.73,14.25
50S ribosomal protein L25/general stress protein Ctc,838044,838697,654,reverse,,10.73,14.25
prs CDS,838756,839697,942,reverse,PP_0722,33.22,44.12
ribose-phosphate pyrophosphokinase,838756,839697,942,reverse,,33.22,44.12
ispE CDS,839841,840701,861,reverse,PP_0723,23.74,31.54
4-diphosphocytidyl-2C-methyl-D-erythritol kinase,839841,840701,861,reverse,,23.74,31.54
lolB CDS,840706,841323,618,reverse,PP_0724,12.69,16.86
outer membrane lipoprotein LolB,840706,841323,618,reverse,,12.69,16.86
TPR repeat-containing protein CDS,841328,843049,1722,reverse,PP_0725,62.04,82.41
TPR repeat-containing protein,841328,843049,1722,reverse,,62.04,82.41
transferase CDS,843518,844243,726,reverse,PP_0726,12.46,16.55
transferase,843518,844243,726,reverse,,12.46,16.55
hypothetical protein CDS,844240,844842,603,reverse,PP_0727,12.63,16.77
hypothetical protein,844240,844842,603,reverse,,12.63,16.77
hypothetical protein CDS,844839,846008,1170,reverse,PP_0728,6.07,8.07
hypothetical protein,844839,846008,1170,reverse,,6.07,8.07
hypothetical protein CDS,846009,847199,1191,reverse,PP_0729,8.8,11.68
hypothetical protein,846009,847199,1191,reverse,,8.8,11.68
hypothetical protein CDS,847259,848569,1311,reverse,PP_0730,13.41,17.81
hypothetical protein,847259,848569,1311,reverse,,13.41,17.81
pcs CDS,848582,850417,1836,reverse,PP_0731,4.3,5.71
phosphatidylcholine synthase,848582,850417,1836,reverse,,4.3,5.71
hemA CDS,851222,852499,1278,forward,PP_0732,8.34,11.08
glutamyl-tRNA reductase,851222,852499,1278,forward,,8.34,11.08
prfA CDS,852496,853578,1083,forward,PP_0733,59.91,79.58
peptide chain release factor 1,852496,853578,1083,forward,,59.91,79.58
prmC CDS,853578,854408,831,forward,PP_0734,35.04,46.55
release factor-(glutamine-N5) methyltransferase,853578,854408,831,forward,,35.04,46.55
moeB CDS,854402,855157,756,forward,PP_0735,20.75,27.57
molybdopterin synthase adenylyltransferase subunit,854402,855157,756,forward,,20.75,27.57
murI CDS,855150,855947,798,forward,PP_0736,19.32,25.66
glutamate racemase,855150,855947,798,forward,,19.32,25.66
pagL-I CDS,856052,856570,519,forward,PP_0737,58.51,77.72
lipid A 3-O-deacylase,856052,856570,519,forward,,58.51,77.72
hypothetical protein CDS,856686,857384,699,reverse,PP_0738,120.69,160.31
hypothetical protein,856686,857384,699,reverse,,120.69,160.31
phr CDS,857381,858823,1443,reverse,PP_0739,205.71,273.24
deoxyribodipyrimidine photolyase,857381,858823,1443,reverse,,205.71,273.24
MerR family transcriptional regulator CDS,858814,859713,900,reverse,PP_0740,128.24,170.35
MerR family transcriptional regulator,858814,859713,900,reverse,,128.24,170.35
hypothetical protein CDS,859703,860671,969,reverse,PP_0741,177.22,235.39
hypothetical protein,859703,860671,969,reverse,,177.22,235.39
hypothetical protein CDS,860775,861761,987,reverse,PP_0742,177.86,236.26
hypothetical protein,860775,861761,987,reverse,,177.86,236.26
yfcH CDS,861948,862853,906,forward,PP_0743,181.59,241.21
NAD(P)-binding Rossmann-fold domain-containing protein,861948,862853,906,forward,,181.59,241.21
hemH CDS,862867,863883,1017,forward,PP_0744,61.4,81.55
ferrochelatase,862867,863883,1017,forward,,61.4,81.55
uraA CDS,863919,865184,1266,reverse,PP_0745,46.11,61.25
uracil permease,863919,865184,1266,reverse,,46.11,61.25
upp CDS,865187,865825,639,reverse,PP_0746,359.01,476.87
uracil phosphoribosyltransferase,865187,865825,639,reverse,,359.01,476.87
hypoxanthine-guanine phosphoribosyltransferase CDS,865988,866545,558,forward,PP_0747,37.88,50.31
hypoxanthine-guanine phosphoribosyltransferase,865988,866545,558,forward,,37.88,50.31
hypothetical protein CDS,866548,867021,474,forward,PP_0748,31.93,42.42
hypothetical protein,866548,867021,474,forward,,31.93,42.42
hypothetical protein CDS,867073,867543,471,forward,PP_0749,89.75,119.22
hypothetical protein,867073,867543,471,forward,,89.75,119.22
hypothetical protein CDS,867588,867902,315,forward,PP_0750,52.45,69.67
hypothetical protein,867588,867902,315,forward,,52.45,69.67
mqo-I CDS,868079,869587,1509,reverse,PP_0751,81.29,107.98
malate:quinone oxidoreductase,868079,869587,1509,reverse,,81.29,107.98
hypothetical protein CDS,870189,870422,234,reverse,PP_5456,21.69,28.82
hypothetical protein,870189,870422,234,reverse,,21.69,28.82
lipoprotein CDS,870568,871152,585,forward,PP_0753,58.69,77.96
lipoprotein,870568,871152,585,forward,,58.69,77.96
hypothetical protein CDS,871227,871538,312,reverse,PP_0754,17.75,23.58
hypothetical protein,871227,871538,312,reverse,,17.75,23.58
hypothetical protein CDS,871606,871854,249,forward,PP_0755,15.75,20.93
hypothetical protein,871606,871854,249,forward,,15.75,20.93
hypothetical protein CDS,871890,873161,1272,reverse,PP_0756,26.09,34.65
hypothetical protein,871890,873161,1272,reverse,,26.09,34.65
hypothetical protein CDS,873182,873367,186,forward,PP_0757,222.56,295.62
hypothetical protein,873182,873367,186,forward,,222.56,295.62
hypothetical protein CDS,873367,873627,261,forward,PP_5457,56.58,75.16
hypothetical protein,873367,873627,261,forward,,56.58,75.16
hypothetical protein CDS,873643,874263,621,forward,PP_0758,12.71,16.88
hypothetical protein,873643,874263,621,forward,,12.71,16.88
hypothetical protein CDS,874422,875261,840,forward,PP_0759,68.78,91.37
hypothetical protein,874422,875261,840,forward,,68.78,91.37
membrane protein CDS,875307,875891,585,reverse,PP_0760,23.67,31.44
membrane protein,875307,875891,585,reverse,,23.67,31.44
rsmC CDS,876160,877158,999,reverse,PP_0761,3.97,5.28
16S rRNA methyltransferase,876160,877158,999,reverse,,3.97,5.28
hprA CDS,877213,878178,966,reverse,PP_0762,14.91,19.8
glycerate dehydrogenase,877213,878178,966,reverse,,14.91,19.8
medium-chain-fatty acid CoA ligase CDS,878472,880154,1683,forward,PP_0763,114.67,152.32
medium-chain-fatty acid CoA ligase,878472,880154,1683,forward,,114.67,152.32
hypothetical protein CDS,880486,882372,1887,forward,PP_0765,529.87,703.83
hypothetical protein,880486,882372,1887,forward,,529.87,703.83
hypothetical protein CDS,882398,883762,1365,forward,PP_0766,802.36,1065.77
hypothetical protein,882398,883762,1365,forward,,802.36,1065.77
LuxR family transcriptional regulator CDS,884090,886807,2718,forward,PP_0767,15.04,19.98
LuxR family transcriptional regulator,884090,886807,2718,forward,,15.04,19.98
TPR domain-containing response regulator CDS,886967,888574,1608,forward,PP_0768,158.91,211.08
TPR domain-containing response regulator,886967,888574,1608,forward,,158.91,211.08
sensor histidine kinase CDS,888571,889263,693,forward,PP_0769,233.54,310.22
sensor histidine kinase,888571,889263,693,forward,,233.54,310.22
PemI-like protein CDS,889457,889711,255,forward,PP_0770,145.69,193.52
PemI-like protein,889457,889711,255,forward,,145.69,193.52
chpB CDS,889708,890055,348,forward,PP_0771,76.25,101.29
mRNA interferase,889708,890055,348,forward,,76.25,101.29
metallo-beta-lactamase family protein CDS,890074,890718,645,forward,PP_0772,77.85,103.4
metallo-beta-lactamase family protein,890074,890718,645,forward,,77.85,103.4
yiaD CDS,890837,891547,711,forward,PP_0773,49.07,65.18
OmpA/MotB domain-containing protein,890837,891547,711,forward,,49.07,65.18
pta CDS,891627,893714,2088,reverse,PP_0774,11.12,14.77
phosphate acetyltransferase,891627,893714,2088,reverse,,11.12,14.77
hypothetical protein CDS,893746,894048,303,reverse,PP_0775,22.54,29.94
hypothetical protein,893746,894048,303,reverse,,22.54,29.94
slyD CDS,894047,894532,486,forward,PP_0776,69.98,92.96
FKBP-type peptidyl-prolyl cis-trans isomerase,894047,894532,486,forward,,69.98,92.96
glutathione peroxidase CDS,894678,895160,483,forward,PP_0777,191.29,254.08
glutathione peroxidase,894678,895160,483,forward,,191.29,254.08
group 1 family glycosyl transferase CDS,895224,896414,1191,reverse,PP_0778,16.58,22.03
group 1 family glycosyl transferase,895224,896414,1191,reverse,,16.58,22.03
methyl-accepting chemotaxis transducer/sensory box protein CDS,896569,897909,1341,forward,PP_0779,15.69,20.84
methyl-accepting chemotaxis transducer/sensory box protein,896569,897909,1341,forward,,15.69,20.84
hypothetical protein CDS,898117,898452,336,forward,PP_0781,3.57,4.74
hypothetical protein,898117,898452,336,forward,,3.57,4.74
hypothetical protein CDS,898925,899548,624,forward,PP_0782,5.03,6.68
hypothetical protein,898925,899548,624,forward,,5.03,6.68
hypothetical protein CDS,899891,900508,618,forward,PP_0784,2.09,2.78
hypothetical protein,899891,900508,618,forward,,2.09,2.78
cysZ CDS,900553,901281,729,reverse,PP_0785,10.51,13.96
sulfate transport protein CysZ,900553,901281,729,reverse,,10.51,13.96
trxB CDS,901612,902574,963,forward,PP_0786,5.85,7.77
thioredoxin reductase,901612,902574,963,forward,,5.85,7.77
nadC CDS,902650,903498,849,reverse,PP_0787,10.87,14.44
quinolinate phosphoribosyltransferase,902650,903498,849,reverse,,10.87,14.44
hypothetical protein CDS,903742,905901,2160,forward,PP_0788,35.42,47.05
hypothetical protein,903742,905901,2160,forward,,35.42,47.05
ampD CDS,905990,906562,573,forward,PP_0789,40.99,54.45
N-acetyl-anhydromuramyl-L-alanine-amidase,905990,906562,573,forward,,40.99,54.45
inner membrane protein AmpE CDS,906559,907389,831,forward,PP_0790,36.21,48.1
inner membrane protein AmpE,906559,907389,831,forward,,36.21,48.1
yjjV CDS,907434,908210,777,reverse,PP_0791,24.05,31.95
putative hydrolase,907434,908210,777,reverse,,24.05,31.95
cra CDS,908213,909208,996,reverse,PP_0792,24.46,32.5
catabolite DNA-binding transcriptional regulator,908213,909208,996,reverse,,24.46,32.5
fruB CDS,909493,912345,2853,forward,PP_0793,11.08,14.72
PTS fructose transporter subunit EI/HPr/IIA,909493,912345,2853,forward,,11.08,14.72
fruK CDS,912346,913293,948,forward,PP_0794,8.47,11.25
1-phosphofructokinase monomer,912346,913293,948,forward,,8.47,11.25
fruA CDS,913290,915032,1743,forward,PP_0795,12.58,16.71
PTS fructose transporter subunit IIBC,913290,915032,1743,forward,,12.58,16.71
hypothetical protein CDS,915180,915467,288,reverse,PP_0796,17.31,22.99
hypothetical protein,915180,915467,288,reverse,,17.31,22.99
hypothetical protein CDS,915540,916079,540,forward,PP_0797,20.77,27.59
hypothetical protein,915540,916079,540,forward,,20.77,27.59
GGDEF domain-containing protein CDS,916076,917566,1491,reverse,PP_0798,5.29,7.03
GGDEF domain-containing protein,916076,917566,1491,reverse,,5.29,7.03
opdC CDS,917765,919099,1335,reverse,PP_0799,5.25,6.98
histidine-specific outer membrane porin D,917765,919099,1335,reverse,,5.25,6.98
hypothetical protein CDS,919305,919529,225,reverse,PP_5458,22.56,29.97
hypothetical protein,919305,919529,225,reverse,,22.56,29.97
hypothetical protein CDS,919720,920472,753,reverse,PP_0800,37.75,50.15
hypothetical protein,919720,920472,753,reverse,,37.75,50.15
hypothetical protein CDS,920451,920762,312,reverse,PP_0801,78.1,103.74
hypothetical protein,920451,920762,312,reverse,,78.1,103.74
chemotaxis protein CDS,920851,921750,900,reverse,PP_0802,88.2,117.15
chemotaxis protein,920851,921750,900,reverse,,88.2,117.15
protein secretion ABC transporter permease CDS,921843,923027,1185,reverse,PP_0803,101.06,134.24
protein secretion ABC transporter permease,921843,923027,1185,reverse,,101.06,134.24
protein secretion ABC transporter permease/ATP-binding protein CDS,923024,925192,2169,reverse,PP_0804,97.55,129.58
protein secretion ABC transporter permease/ATP-binding protein,923024,925192,2169,reverse,,97.55,129.58
outer membrane efflux protein CDS,925189,926625,1437,reverse,PP_0805,195.39,259.53
outer membrane efflux protein,925189,926625,1437,reverse,,195.39,259.53
surface adhesion protein CDS,926689,945621,18933,reverse,PP_0806,532.43,707.23
surface adhesion protein,926689,945621,18933,reverse,,532.43,707.23
norR CDS,945812,947368,1557,reverse,PP_0807,6.82,9.06
DNA-binding transcriptional regulator,945812,947368,1557,reverse,,6.82,9.06
hmp CDS,947524,948702,1179,forward,PP_0808,24.19,32.13
flavohemoprotein,947524,948702,1179,forward,,24.19,32.13
dsbB CDS,949159,949665,507,forward,PP_0809,15.66,20.8
disulfide bond formation protein B,949159,949665,507,forward,,15.66,20.8
cyoA CDS,950225,951166,942,forward,PP_0812,20.58,27.33
cytochrome bo terminal oxidase subunit II,950225,951166,942,forward,,20.58,27.33
cyoB CDS,951170,953188,2019,forward,PP_0813,5.53,7.35
cytochrome bo terminal oxidase subunit I,951170,953188,2019,forward,,5.53,7.35
cyoC CDS,953192,953815,624,forward,PP_0814,22.56,29.96
cytochrome bo terminal oxidase subunit III,953192,953815,624,forward,,22.56,29.96
cyoD CDS,953815,954147,333,forward,PP_0815,12.47,16.57
cytochrome bo terminal oxidase subunit IV,953815,954147,333,forward,,12.47,16.57
cyoE CDS,954159,955046,888,forward,PP_0816,5.46,7.25
protoheme IX farnesyltransferase,954159,955046,888,forward,,5.46,7.25
alaC CDS,955359,956567,1209,forward,PP_0817,6.95,9.23
aminotransferase,955359,956567,1209,forward,,6.95,9.23
hypothetical protein CDS,956681,957808,1128,forward,PP_0818,12.52,16.63
hypothetical protein,956681,957808,1128,forward,,12.52,16.63
ykgJ CDS,957970,958353,384,forward,PP_0819,7.21,9.58
ferredoxin,957970,958353,384,forward,,7.21,9.58
acetyltransferase CDS,958546,959109,564,forward,PP_0820,30.77,40.87
acetyltransferase,958546,959109,564,forward,,30.77,40.87
membrane protein CDS,959196,959735,540,forward,PP_5460,53.24,70.72
membrane protein,959196,959735,540,forward,,53.24,70.72
hypothetical protein CDS,959732,960142,411,forward,PP_0821,22.79,30.28
hypothetical protein,959732,960142,411,forward,,22.79,30.28
selU CDS,960268,961380,1113,reverse,PP_0822,28.28,37.56
tRNA 2-selenouridine synthase,960268,961380,1113,reverse,,28.28,37.56
selD CDS,961380,962414,1035,reverse,PP_0823,28.72,38.14
"selenide, water dikinase",961380,962414,1035,reverse,,28.72,38.14
ptxB CDS,962541,963395,855,forward,PP_0824,107.2,142.39
phosphonate ABC transporter substrate-binding protein,962541,963395,855,forward,,107.2,142.39
phnC CDS,963392,964201,810,forward,PP_0825,11.74,15.59
phosphonate ABC transporter ATP-binding protein,963392,964201,810,forward,,11.74,15.59
phnE CDS,964195,965022,828,forward,PP_0826,5.52,7.33
phosphonate ABC transporter permease,964195,965022,828,forward,,5.52,7.33
ptxC CDS,965019,965786,768,forward,PP_0827,7.81,10.38
phosphonate transport system permease PtxC,965019,965786,768,forward,,7.81,10.38
membrane protein CDS,965823,966716,894,reverse,PP_0828,8.83,11.73
membrane protein,965823,966716,894,reverse,,8.83,11.73
hypothetical protein CDS,967035,967331,297,forward,PP_0829,37.29,49.54
hypothetical protein,967035,967331,297,forward,,37.29,49.54
acetyltransferase CDS,967342,967821,480,reverse,PP_0830,41.92,55.68
acetyltransferase,967342,967821,480,reverse,,41.92,55.68
hypothetical protein CDS,967989,968567,579,reverse,PP_0831,3.03,4.02
hypothetical protein,967989,968567,579,reverse,,3.03,4.02
queA CDS,969088,970137,1050,forward,PP_0832,6.07,8.06
S-adenosylmethionine:tRNA ribosyltransferase-isomerase,969088,970137,1050,forward,,6.07,8.06
tgt CDS,970152,971267,1116,forward,PP_0833,9.43,12.52
queuine tRNA-ribosyltransferase,970152,971267,1116,forward,,9.43,12.52
yajC CDS,971310,971645,336,forward,PP_0834,16.76,22.26
protein translocase subunit YajC,971310,971645,336,forward,,16.76,22.26
secD CDS,971709,973571,1863,forward,PP_0835,4.86,6.45
protein translocase subunit SecD,971709,973571,1863,forward,,4.86,6.45
secF CDS,973582,974490,909,forward,PP_0836,9.65,12.81
protein translocase subunit SecF,973582,974490,909,forward,,9.65,12.81
ycfJ CDS,974609,975151,543,forward,PP_0837,292.87,389.02
flagella biosyntheis regulator,974609,975151,543,forward,,292.87,389.02
suhB CDS,975320,976138,819,reverse,PP_0838,19.05,25.3
bifunctional inositol monophosphatase/glycerol-2-phosphatase,975320,976138,819,reverse,,19.05,25.3
trmJ CDS,976290,977045,756,forward,PP_0839,32.23,42.81
tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,976290,977045,756,forward,,32.23,42.81
cysE CDS,977049,977834,786,forward,PP_0840,25.48,33.85
serine acetyltransferase,977049,977834,786,forward,,25.48,33.85
iscR CDS,978014,978505,492,forward,PP_0841,538.22,714.92
DNA-binding transcriptional regulator IscR,978014,978505,492,forward,,538.22,714.92
iscS-I CDS,978551,979765,1215,forward,PP_0842,858.07,1139.78
cysteine desulfurase,978551,979765,1215,forward,,858.07,1139.78
iscU CDS,979812,980198,387,forward,PP_0843,228,302.86
iron-sulfur cluster assembly scaffold protein,979812,980198,387,forward,,228,302.86
iscA CDS,980227,980550,324,forward,PP_0844,133.18,176.9
copper(I) binding iron-sulfur cluster assembly protein,980227,980550,324,forward,,133.18,176.9
hscB CDS,980559,981080,522,forward,PP_0845,201.31,267.4
DnaJ-like molecular chaperone,980559,981080,522,forward,,201.31,267.4
hscA CDS,981124,982986,1863,forward,PP_0846,74.91,99.5
DnaK-like molecular chaperone,981124,982986,1863,forward,,74.91,99.5
fdx CDS,982990,983331,342,forward,PP_0847,111.19,147.69
ferredoxin,982990,983331,342,forward,,111.19,147.69
iscX CDS,983342,983542,201,forward,PP_0848,62.22,82.65
cysteine desulfurase activity regulator,983342,983542,201,forward,,62.22,82.65
ndk CDS,983631,984056,426,forward,PP_0849,36.29,48.21
nucleoside diphosphate kinase,983631,984056,426,forward,,36.29,48.21
rlmN CDS,984085,985230,1146,forward,PP_0850,30.24,40.17
23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,984085,985230,1146,forward,,30.24,40.17
pilF CDS,985239,986006,768,forward,PP_0851,26.32,34.96
type IV pili biogenesis protein PilF,985239,986006,768,forward,,26.32,34.96
Cro/CI family transcriptional regulator CDS,986003,987010,1008,forward,PP_0852,31.87,42.33
Cro/CI family transcriptional regulator,986003,987010,1008,forward,,31.87,42.33
ispG CDS,987014,988123,1110,forward,PP_0853,23.86,31.7
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),987014,988123,1110,forward,,23.86,31.7
hisS CDS,988149,989438,1290,forward,PP_0854,25.54,33.93
histidine--tRNA ligase,988149,989438,1290,forward,,25.54,33.93
hypothetical protein CDS,989478,990119,642,forward,PP_0855,33.57,44.59
hypothetical protein,989478,990119,642,forward,,33.57,44.59
lipoprotein CDS,990120,991262,1143,forward,PP_0856,29.19,38.78
lipoprotein,990120,991262,1143,forward,,29.19,38.78
der CDS,991379,992842,1464,forward,PP_0857,37.39,49.66
