Name,Minimum,Maximum,Length,Direction,locus_tag,TPM,RPKM
AraC family transcriptional regulator CDS,1500788,1501708,921,reverse,PP_1313,72.69,98.42
AraC family transcriptional regulator,1500788,1501708,921,reverse,,72.69,98.42
tas CDS,1501899,1502939,1041,reverse,PP_1314,81.35,110.14
NAD(P)-linked reductase,1501899,1502939,1041,reverse,,81.35,110.14
rplM CDS,1503198,1503626,429,forward,PP_1315,193.18,261.54
50S ribosomal protein L13,1503198,1503626,429,forward,,193.18,261.54
rpsI CDS,1503641,1504033,393,forward,PP_1316,8.29,11.22
30S ribosomal protein S9,1503641,1504033,393,forward,,8.29,11.22
petA CDS,1504296,1504889,594,forward,PP_1317,633.94,858.26
ubiquinol-cytochrome c reductase iron-sulfur subunit,1504296,1504889,594,forward,,633.94,858.26
petB CDS,1504889,1506100,1212,forward,PP_1318,343.61,465.20
cytochrome b,1504889,1506100,1212,forward,,343.61,465.20
petC CDS,1506100,1506879,780,forward,PP_1319,248.34,336.22
ubiquinol--cytochrome c reductase cytochrome c1 subunit,1506100,1506879,780,forward,,248.34,336.22
sspA CDS,1506996,1507619,624,forward,PP_1320,63.22,85.59
stringent starvation protein A,1506996,1507619,624,forward,,63.22,85.59
sspB CDS,1507600,1508061,462,forward,PP_1321,27.42,37.12
ClpXP protease specificity-enhancing factor,1507600,1508061,462,forward,,27.42,37.12
lipoprotein CDS,1508123,1508701,579,reverse,PP_1322,26.10,35.33
lipoprotein,1508123,1508701,579,reverse,,26.10,35.33
diaA CDS,1508698,1509285,588,reverse,PP_1323,14.31,19.37
replication/archosome assembly modulator,1508698,1509285,588,reverse,,14.31,19.37
endonuclease CDS,1509378,1509752,375,reverse,PP_1324,27.26,36.91
endonuclease,1509378,1509752,375,reverse,,27.26,36.91
putative lipoprotein CDS,1509749,1511566,1818,reverse,PP_1325,13.79,18.66
putative lipoprotein,1509749,1511566,1818,reverse,,13.79,18.66
rsmI CDS,1511744,1512628,885,forward,PP_1326,37.42,50.66
16S rRNA 2'-O-ribose C1402 methyltransferase,1511744,1512628,885,forward,,37.42,50.66
mraZ CDS,1513362,1513835,474,forward,PP_1328,278.30,376.77
cell division/cell wall cluster transcriptional repressor MraZ,1513362,1513835,474,forward,,278.30,376.77
rsmH CDS,1513832,1514779,948,forward,PP_1329,36.08,48.84
ribosomal RNA small subunit methyltransferase H,1513832,1514779,948,forward,,36.08,48.84
ftsL CDS,1514776,1515069,294,forward,PP_1330,46.47,62.91
cell division protein FtsL,1514776,1515069,294,forward,,46.47,62.91
ftsI CDS,1515066,1516814,1749,forward,PP_1331,49.76,67.37
peptidoglycan DD transpeptidase,1515066,1516814,1749,forward,,49.76,67.37
murE CDS,1516811,1518301,1491,forward,PP_1332,48.42,65.56
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",1516811,1518301,1491,forward,,48.42,65.56
murF CDS,1518294,1519661,1368,forward,PP_1333,128.50,173.98
D-alanyl-D-alanine-adding enzyme,1518294,1519661,1368,forward,,128.50,173.98
mraY CDS,1519661,1520743,1083,forward,PP_1334,59.15,80.08
phospho-N-acetylmuramoyl-pentapeptide- transferase,1519661,1520743,1083,forward,,59.15,80.08
murD CDS,1520744,1522096,1353,forward,PP_1335,49.95,67.63
UDP-N-acetylmuramoylalanine--D-glutamate ligase,1520744,1522096,1353,forward,,49.95,67.63
ftsW CDS,1522093,1523307,1215,forward,PP_1336,97.85,132.47
lipid II flippase,1522093,1523307,1215,forward,,97.85,132.47
murG CDS,1523297,1524376,1080,forward,PP_1337,70.45,95.38
UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,1523297,1524376,1080,forward,,70.45,95.38
murC CDS,1524369,1525817,1449,forward,PP_1338,37.84,51.23
UDP-N-acetylmuramate--L-alanine ligase,1524369,1525817,1449,forward,,37.84,51.23
ddlB CDS,1525814,1526770,957,forward,PP_1339,38.95,52.73
D-alanine--D-alanine ligase B,1525814,1526770,957,forward,,38.95,52.73
ftsQ CDS,1526776,1527645,870,forward,PP_1340,133.63,180.92
cell division protein FtsQ,1526776,1527645,870,forward,,133.63,180.92
ftsA CDS,1527660,1528922,1263,forward,PP_1341,315.27,426.83
cell division protein FtsA,1527660,1528922,1263,forward,,315.27,426.83
ftsZ CDS,1528978,1530174,1197,forward,PP_1342,383.07,518.61
cell division protein FtsZ,1528978,1530174,1197,forward,,383.07,518.61
lpxC CDS,1530287,1531198,912,forward,PP_1343,270.24,365.86
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,1530287,1531198,912,forward,,270.24,365.86
hypothetical protein CDS,1531246,1531875,630,reverse,PP_1344,16.66,22.55
hypothetical protein,1531246,1531875,630,reverse,,16.66,22.55
secA CDS,1531990,1534809,2820,forward,PP_1345,18.48,25.02
protein translocase subunit SecA,1531990,1534809,2820,forward,,18.48,25.02
argJ CDS,1534992,1536209,1218,forward,PP_1346,2.38,3.22
glutamate N-acetyltransferase/amino acid acetyltransferase,1534992,1536209,1218,forward,,2.38,3.22
glutathione S-transferase family protein CDS,1536365,1536997,633,forward,PP_1347,4.15,5.61
glutathione S-transferase family protein,1536365,1536997,633,forward,,4.15,5.61
MutT/nudix family protein/thiamine-phosphate pyrophosphorylase CDS,1536994,1537938,945,forward,PP_1348,5.55,7.52
MutT/nudix family protein/thiamine-phosphate pyrophosphorylase,1536994,1537938,945,forward,,5.55,7.52
pduO CDS,1537971,1538537,567,reverse,PP_1349,29.84,40.40
ATP:cob(I)alamin adenosyltransferase,1537971,1538537,567,reverse,,29.84,40.40
two-component system sensor histidine kinase/response regulator CDS,1538539,1540569,2031,reverse,PP_1350,40.40,54.70
two-component system sensor histidine kinase/response regulator,1538539,1540569,2031,reverse,,40.40,54.70
panE CDS,1540607,1541524,918,reverse,PP_1351,27.30,36.96
2-dehydropantoate 2-reductase,1540607,1541524,918,reverse,,27.30,36.96
hypothetical protein CDS,1541625,1542110,486,forward,PP_1352,78.93,106.86
hypothetical protein,1541625,1542110,486,forward,,78.93,106.86
membrane protein CDS,1542221,1543069,849,forward,PP_1353,7.89,10.68
membrane protein,1542221,1543069,849,forward,,7.89,10.68
mdfA CDS,1543197,1544441,1245,forward,PP_1354,4.07,5.51
multidrug MFS transporter,1543197,1544441,1245,forward,,4.07,5.51
ampG CDS,1544555,1546102,1548,reverse,PP_1355,12.74,17.25
muropeptide permease AmpG,1544555,1546102,1548,reverse,,12.74,17.25
hypothetical protein CDS,1546146,1546499,354,reverse,PP_1356,202.42,274.05
hypothetical protein,1546146,1546499,354,reverse,,202.42,274.05
hypothetical protein CDS,1546664,1547674,1011,forward,PP_1357,12.17,16.48
hypothetical protein,1546664,1547674,1011,forward,,12.17,16.48
heme iron utilization protein CDS,1547694,1548488,795,forward,PP_1358,62.37,84.43
heme iron utilization protein,1547694,1548488,795,forward,,62.37,84.43
membrane protein CDS,1548554,1549015,462,forward,PP_1359,12.53,16.97
membrane protein,1548554,1549015,462,forward,,12.53,16.97
groS CDS,1549260,1549553,294,forward,PP_1360,6.15,8.33
co-chaperonin GroES,1549260,1549553,294,forward,,6.15,8.33
groL CDS,1549601,1551241,1641,forward,PP_1361,22.72,30.75
chaperonin GroEL,1549601,1551241,1641,forward,,22.72,30.75
pykA CDS,1551367,1552821,1455,reverse,PP_1362,39.18,53.04
pyruvate kinase II,1551367,1552821,1455,reverse,,39.18,53.04
hypothetical protein CDS,1552960,1553388,429,forward,PP_1363,103.55,140.19
hypothetical protein,1552960,1553388,429,forward,,103.55,140.19
hypothetical protein CDS,1553398,1553871,474,forward,PP_1364,993.52,1345.07
hypothetical protein,1553398,1553871,474,forward,,993.52,1345.07
sbcB CDS,1553929,1555362,1434,forward,PP_1365,51.61,69.87
exodeoxyribonuclease I,1553929,1555362,1434,forward,,51.61,69.87
transcriptional regulator MvaT CDS,1555436,1555813,378,reverse,PP_1366,680.24,920.95
transcriptional regulator MvaT,1555436,1555813,378,reverse,,680.24,920.95
purU-II CDS,1556097,1556948,852,forward,PP_1367,15.29,20.70
formyltetrahydrofolate hydrolase,1556097,1556948,852,forward,,15.29,20.70
hypothetical protein CDS,1557041,1557274,234,forward,PP_5468,75.40,102.08
hypothetical protein,1557041,1557274,234,forward,,75.40,102.08
glycosyltransferase domain-containing protein CDS,1557180,1558172,993,reverse,PP_1368,41.37,56.00
glycosyltransferase domain-containing protein,1557180,1558172,993,reverse,,41.37,56.00
hypothetical protein CDS,1558169,1558900,732,reverse,PP_1369,60.19,81.49
hypothetical protein,1558169,1558900,732,reverse,,60.19,81.49
group 1 family glycosyl transferase CDS,1558926,1560047,1122,reverse,PP_1370,47.58,64.41
group 1 family glycosyl transferase,1558926,1560047,1122,reverse,,47.58,64.41
pctA CDS,1560216,1562090,1875,reverse,PP_1371,52.31,70.82
methyl-accepting chemotaxis protein PctA,1560216,1562090,1875,reverse,,52.31,70.82
hypothetical protein CDS,1562259,1563734,1476,forward,PP_1372,122.96,166.47
hypothetical protein,1562259,1563734,1476,forward,,122.96,166.47
pitB CDS,1563856,1565328,1473,reverse,PP_1373,7.13,9.65
phosphate transporter,1563856,1565328,1473,reverse,,7.13,9.65
hypothetical protein CDS,1565641,1565841,201,reverse,PP_1374,179.15,242.54
hypothetical protein,1565641,1565841,201,reverse,,179.15,242.54
pcaR CDS,1566321,1567196,876,forward,PP_1375,31.40,42.51
pca regulon transcriptional regulator,1566321,1567196,876,forward,,31.40,42.51
pcaK CDS,1567517,1568863,1347,forward,PP_1376,35.60,48.20
4-hydroxybenzoate transporter,1567517,1568863,1347,forward,,35.60,48.20
pcaF-I CDS,1569190,1570392,1203,forward,PP_1377,57.31,77.59
beta-ketoadipyl-CoA thiolase,1569190,1570392,1203,forward,,57.31,77.59
pcaT CDS,1570580,1571869,1290,forward,PP_1378,81.78,110.72
alpha-ketoglutarate permease,1570580,1571869,1290,forward,,81.78,110.72
pcaB CDS,1571879,1573231,1353,forward,PP_1379,26.88,36.39
"3-carboxy-cis,cis-muconate cycloisomerase",1571879,1573231,1353,forward,,26.88,36.39
pcaD CDS,1573243,1574034,792,forward,PP_1380,30.50,41.29
3-oxoadipate enol-lactonase,1573243,1574034,792,forward,,30.50,41.29
pcaC CDS,1574045,1574437,393,forward,PP_1381,97.38,131.84
4-carboxymuconolactone decarboxylase,1574045,1574437,393,forward,,97.38,131.84
pcaP CDS,1574490,1575014,525,reverse,PP_1382,97.20,131.59
porin,1574490,1575014,525,reverse,,97.20,131.59
galP-II CDS,1575224,1576480,1257,reverse,PP_1383,48.08,65.09
porin-like protein,1575224,1576480,1257,reverse,,48.08,65.09
ttgC CDS,1576793,1578247,1455,reverse,PP_1384,11.07,14.99
efflux pump outer membrane protein TtgC,1576793,1578247,1455,reverse,,11.07,14.99
ttgB CDS,1578244,1581396,3153,reverse,PP_1385,7.52,10.18
efflux pump membrane protein TtgB,1578244,1581396,3153,reverse,,7.52,10.18
ttgA CDS,1581400,1582554,1155,reverse,PP_1386,13.16,17.82
efflux pump periplasmic linker TtgA,1581400,1582554,1155,reverse,,13.16,17.82
ttgR CDS,1582812,1583444,633,forward,PP_1387,8.58,11.61
HTH-type transcriptional regulator TtgR,1582812,1583444,633,forward,,8.58,11.61
EmrB/QacA family drug resistance transporter CDS,1583562,1585013,1452,reverse,PP_1388,3.12,4.22
EmrB/QacA family drug resistance transporter,1583562,1585013,1452,reverse,,3.12,4.22
oxaloacetate decarboxylase CDS,1585389,1586264,876,forward,PP_1389,24.99,33.84
oxaloacetate decarboxylase,1585389,1586264,876,forward,,24.99,33.84
hypothetical protein CDS,1586284,1586466,183,reverse,PP_1390,115.20,155.96
hypothetical protein,1586284,1586466,183,reverse,,115.20,155.96
LysR family transcriptional regulator CDS,1586497,1587405,909,reverse,PP_1391,16.22,21.96
LysR family transcriptional regulator,1586497,1587405,909,reverse,,16.22,21.96
NAD-binding protein CDS,1587589,1588203,615,forward,PP_1392,21.63,29.28
NAD-binding protein,1587589,1588203,615,forward,,21.63,29.28
transcriptional regulator CDS,1588223,1589098,876,reverse,PP_1393,5.06,6.85
transcriptional regulator,1588223,1589098,876,reverse,,5.06,6.85
acetolactate synthase large subunit CDS,1589212,1590849,1638,forward,PP_1394,8.51,11.52
acetolactate synthase large subunit,1589212,1590849,1638,forward,,8.51,11.52
AraC family transcriptional regulator CDS,1590973,1591893,921,reverse,PP_1395,18.27,24.74
AraC family transcriptional regulator,1590973,1591893,921,reverse,,18.27,24.74
hypothetical protein CDS,1592096,1592389,294,forward,PP_1396,14.16,19.17
hypothetical protein,1592096,1592389,294,forward,,14.16,19.17
hypothetical protein CDS,1592406,1592672,267,forward,PP_1397,17.28,23.40
hypothetical protein,1592406,1592672,267,forward,,17.28,23.40
hypothetical protein CDS,1592673,1593278,606,reverse,PP_1398,11.20,15.16
hypothetical protein,1592673,1593278,606,reverse,,11.20,15.16
hypothetical protein CDS,1593398,1593802,405,reverse,PP_1399,26.36,35.69
hypothetical protein,1593398,1593802,405,reverse,,26.36,35.69
kgtP CDS,1594103,1595422,1320,reverse,PP_1400,11.24,15.22
alpha-ketoglutarate permease,1594103,1595422,1320,reverse,,11.24,15.22
dctD-III CDS,1595676,1597010,1335,reverse,PP_1401,11.32,15.32
C4-dicarboxylate transport transcriptional regulator,1595676,1597010,1335,reverse,,11.32,15.32
dctB CDS,1597004,1598761,1758,reverse,PP_1402,5.30,7.18
C4-dicarboxylate transport sensor protein,1597004,1598761,1758,reverse,,5.30,7.18
bglX CDS,1598892,1601183,2292,reverse,PP_1403,4.26,5.77
beta-D-glucoside glucohydrolase,1598892,1601183,2292,reverse,,4.26,5.77
hypothetical protein CDS,1601370,1601987,618,forward,PP_1404,2.93,3.96
hypothetical protein,1601370,1601987,618,forward,,2.93,3.96
SAM-dependent methyltransferase CDS,1602154,1603368,1215,forward,PP_5469,16.23,21.98
SAM-dependent methyltransferase,1602154,1603368,1215,forward,,16.23,21.98
hypothetical protein CDS,1603401,1604411,1011,reverse,PP_1406,1.61,2.18
hypothetical protein,1603401,1604411,1011,reverse,,1.61,2.18
sulfate transporter CDS,1604544,1606250,1707,reverse,PP_1407,3.39,4.59
sulfate transporter,1604544,1606250,1707,reverse,,3.39,4.59
(R)-3-hydroxydecanoyl-ACP:CoA transacylase CDS,1606646,1607533,888,reverse,PP_1408,117.58,159.18
(R)-3-hydroxydecanoyl-ACP:CoA transacylase,1606646,1607533,888,reverse,,117.58,159.18
rsuA CDS,1607877,1608569,693,reverse,PP_1409,42.17,57.09
16S rRNA pseudouridine(516) synthase,1607877,1608569,693,reverse,,42.17,57.09
hypothetical protein CDS,1608578,1608811,234,reverse,PP_1410,54.13,73.28
hypothetical protein,1608578,1608811,234,reverse,,54.13,73.28
GGDEF domain-containing protein CDS,1608783,1610264,1482,reverse,PP_1411,22.28,30.17
GGDEF domain-containing protein,1608783,1610264,1482,reverse,,22.28,30.17
hypothetical protein CDS,1610477,1610926,450,forward,PP_5470,48.05,65.06
hypothetical protein,1610477,1610926,450,forward,,48.05,65.06
3-hydroxyisobutyryl-CoA hydrolase CDS,1610971,1612077,1107,reverse,PP_1412,81.49,110.32
3-hydroxyisobutyryl-CoA hydrolase,1610971,1612077,1107,reverse,,81.49,110.32
ung CDS,1612204,1612896,693,forward,PP_1413,2.35,3.18
uracil-DNA glycosylase,1612204,1612896,693,forward,,2.35,3.18
ushA CDS,1612923,1614605,1683,reverse,PP_1414,3.76,5.09
"5'-nucleotidase/2',3'-cyclic phosphodiesterase",1612923,1614605,1683,reverse,,3.76,5.09
membrane protein CDS,1614696,1615751,1056,reverse,PP_1415,4.28,5.80
membrane protein,1614696,1615751,1056,reverse,,4.28,5.80
tricarboxylate transport protein TctA CDS,1615744,1617258,1515,reverse,PP_1416,3.46,4.69
tricarboxylate transport protein TctA,1615744,1617258,1515,reverse,,3.46,4.69
tricarboxylate transport protein TctB CDS,1617260,1617745,486,reverse,PP_1417,11.54,15.63
tricarboxylate transport protein TctB,1617260,1617745,486,reverse,,11.54,15.63
tricarboxylate transport protein TctC CDS,1617918,1618898,981,reverse,PP_1418,6.27,8.49
tricarboxylate transport protein TctC,1617918,1618898,981,reverse,,6.27,8.49
opdH CDS,1618945,1620234,1290,reverse,PP_1419,14.59,19.75
tricarboxylate-specific outer membrane porin,1618945,1620234,1290,reverse,,14.59,19.75
tctD CDS,1620435,1621106,672,forward,PP_1420,12.52,16.95
transcriptional regulator TctD,1620435,1621106,672,forward,,12.52,16.95
sensor histidine kinase TctE CDS,1621087,1622478,1392,forward,PP_1421,15.79,21.38
sensor histidine kinase TctE,1621087,1622478,1392,forward,,15.79,21.38
hypothetical protein CDS,1622544,1623356,813,reverse,PP_1422,28.71,38.87
hypothetical protein,1622544,1623356,813,reverse,,28.71,38.87
hypothetical protein CDS,1623406,1624347,942,reverse,PP_1423,18.83,25.49
hypothetical protein,1623406,1624347,942,reverse,,18.83,25.49
DUF339 domain-containing protein CDS,1624481,1624735,255,forward,PP_1424,23.06,31.22
DUF339 domain-containing protein,1624481,1624735,255,forward,,23.06,31.22
hypothetical protein CDS,1624719,1625177,459,forward,PP_1425,7.69,10.41
hypothetical protein,1624719,1625177,459,forward,,7.69,10.41
nadB CDS,1625234,1626838,1605,reverse,PP_1426,11.16,15.11
L-aspartate oxidase,1625234,1626838,1605,reverse,,11.16,15.11
rpoE CDS,1627273,1627854,582,forward,PP_1427,406.36,550.16
RNA polymerase sigma E factor,1627273,1627854,582,forward,,406.36,550.16
mucA CDS,1627888,1628478,591,forward,PP_1428,283.37,383.64
sigma factor AlgU negative regulator,1627888,1628478,591,forward,,283.37,383.64
mucB CDS,1628491,1629456,966,forward,PP_1429,227.69,308.26
sigma factor AlgU regulator MucB,1628491,1629456,966,forward,,227.69,308.26
DegP-like serine endoprotease CDS,1629588,1631066,1479,forward,PP_1430,71.57,96.90
DegP-like serine endoprotease,1629588,1631066,1479,forward,,71.57,96.90
lepA CDS,1631247,1633046,1800,forward,PP_1431,24.88,33.68
elongation factor 4,1631247,1633046,1800,forward,,24.88,33.68
lepB CDS,1633052,1633906,855,forward,PP_1432,21.69,29.37
signal peptidase I,1633052,1633906,855,forward,,21.69,29.37
rnc CDS,1634070,1634759,690,forward,PP_1433,58.87,79.71
ribonuclease 3,1634070,1634759,690,forward,,58.87,79.71
era CDS,1634746,1635654,909,forward,PP_1434,103.81,140.55
GTPase Era,1634746,1635654,909,forward,,103.81,140.55
recO CDS,1635824,1636507,684,forward,PP_1435,2.91,3.94
DNA repair protein RecO,1635824,1636507,684,forward,,2.91,3.94
pdxJ CDS,1636551,1637291,741,forward,PP_1436,21.73,29.42
pyridoxine 5'-phosphate synthase,1636551,1637291,741,forward,,21.73,29.42
heavy metal sensor histidine kinase CDS,1637357,1638739,1383,reverse,PP_1437,5.10,6.91
heavy metal sensor histidine kinase,1637357,1638739,1383,reverse,,5.10,6.91
czcR-III CDS,1638736,1639410,675,reverse,PP_1438,1.34,1.81
response regulator,1638736,1639410,675,reverse,,1.34,1.81
hypothetical protein CDS,1639721,1639924,204,forward,PP_1439,0.89,1.20
hypothetical protein,1639721,1639924,204,forward,,0.89,1.20
cmoB CDS,1639994,1640950,957,reverse,PP_1440,1.51,2.05
tRNA 5-methoxyuridine(34) synthase CmoB,1639994,1640950,957,reverse,,1.51,2.05
cmoA CDS,1640947,1641690,744,reverse,PP_1441,2.92,3.95
tRNA 5-methoxyuridine(34)/uridine-5-oxyacetic acid(34) metyltransferase CmoA,1640947,1641690,744,reverse,,2.92,3.95
hypothetical protein CDS,1641780,1642172,393,reverse,PP_1442,44.66,60.47
hypothetical protein,1641780,1642172,393,reverse,,44.66,60.47
lon-I CDS,1642324,1644741,2418,reverse,PP_1443,34.42,46.61
DNA-binding ATP-dependent protease,1642324,1644741,2418,reverse,,34.42,46.61
gcd CDS,1644945,1647356,2412,reverse,PP_1444,99.18,134.27
quinoprotein glucose dehydrogenase,1644945,1647356,2412,reverse,,99.18,134.27
oprB-II CDS,1647387,1648721,1335,reverse,PP_1445,33.07,44.78
carbohydrate-selective porin,1647387,1648721,1335,reverse,,33.07,44.78
TonB-dependent receptor CDS,1649017,1651059,2043,reverse,PP_1446,1.77,2.40
TonB-dependent receptor,1649017,1651059,2043,reverse,,1.77,2.40
hypothetical protein CDS,1651196,1651444,249,forward,PP_1447,21.07,28.53
hypothetical protein,1651196,1651444,249,forward,,21.07,28.53
membrane protein CDS,1651446,1652081,636,forward,PP_1448,46.09,62.40
membrane protein,1651446,1652081,636,forward,,46.09,62.40
hypothetical protein CDS,1652242,1656768,4527,reverse,PP_1449,9.63,13.04
hypothetical protein,1652242,1656768,4527,reverse,,9.63,13.04
TPS family activation/secretion protein CDS,1656796,1658493,1698,reverse,PP_1450,5.33,7.21
TPS family activation/secretion protein,1656796,1658493,1698,reverse,,5.33,7.21
hypothetical protein CDS,1658639,1659193,555,reverse,PP_1451,84.28,114.10
hypothetical protein,1658639,1659193,555,reverse,,84.28,114.10
MutT/nudix family protein CDS,1659216,1659767,552,reverse,PP_1452,59.17,80.11
MutT/nudix family protein,1659216,1659767,552,reverse,,59.17,80.11
nudL CDS,1659891,1660490,600,forward,PP_1453,155.77,210.89
NUDIX hydrolase,1659891,1660490,600,forward,,155.77,210.89
hypothetical protein CDS,1660534,1661058,525,forward,PP_1454,95.30,129.02
hypothetical protein,1660534,1661058,525,forward,,95.30,129.02
hypothetical protein CDS,1661027,1661251,225,forward,PP_1455,78.81,106.70
hypothetical protein,1661027,1661251,225,forward,,78.81,106.70
membrane protein CDS,1661329,1661796,468,forward,PP_1456,10.83,14.66
membrane protein,1661329,1661796,468,forward,,10.83,14.66
purT CDS,1661873,1663054,1182,forward,PP_1457,14.54,19.69
phosphoribosylglycinamide formyltransferase,1661873,1663054,1182,forward,,14.54,19.69
yhjE CDS,1663092,1664390,1299,reverse,PP_1458,17.69,23.95
metabolite transport protein YhjE,1663092,1664390,1299,reverse,,17.69,23.95
CBS domain-containing protein CDS,1664662,1665867,1206,reverse,PP_1459,9.68,13.10
CBS domain-containing protein,1664662,1665867,1206,reverse,,9.68,13.10
membrane protein CDS,1665877,1666728,852,reverse,PP_1460,17.52,23.72
membrane protein,1665877,1666728,852,reverse,,17.52,23.72
ffh CDS,1666999,1668375,1377,forward,PP_1461,11.70,15.83
signal recognition particle GTPase subunit,1666999,1668375,1377,forward,,11.70,15.83
rpsP CDS,1668557,1668886,330,forward,PP_1462,75.67,102.45
30S ribosomal protein S16,1668557,1668886,330,forward,,75.67,102.45
rimM CDS,1668892,1669428,537,forward,PP_1463,17.02,23.04
ribosome maturation factor RimM,1668892,1669428,537,forward,,17.02,23.04
trmD CDS,1669432,1670184,753,forward,PP_1464,59.96,81.17
tRNA (guanosine(37)-N1)-methyltransferase TrmD,1669432,1670184,753,forward,,59.96,81.17
rplS CDS,1670227,1670577,351,forward,PP_1465,231.47,313.38
50S ribosomal protein L19,1670227,1670577,351,forward,,231.47,313.38
acyl-CoA thioesterase CDS,1670672,1671079,408,forward,PP_1466,15.74,21.32
acyl-CoA thioesterase,1670672,1671079,408,forward,,15.74,21.32
NhaP-type Na+(K+)/H+ antiporter CDS,1671083,1672888,1806,reverse,PP_1467,61.37,83.08
NhaP-type Na (K )/H  antiporter,1671083,1672888,1806,reverse,,61.37,83.08
xerD CDS,1672957,1673853,897,forward,PP_1468,2.82,3.82
tyrosine recombinase XerD,1672957,1673853,897,forward,,2.82,3.82
dsbC CDS,1673968,1674750,783,forward,PP_1469,27.50,37.23
thiol:disulfide interchange protein DsbC,1673968,1674750,783,forward,,27.50,37.23
hom CDS,1674834,1676138,1305,forward,PP_1470,43.12,58.38
homoserine dehydrogenase,1674834,1676138,1305,forward,,43.12,58.38
thrC CDS,1676198,1677607,1410,forward,PP_1471,11.29,15.29
threonine synthase,1676198,1677607,1410,forward,,11.29,15.29
two-component system response regulator CDS,1677738,1678157,420,forward,PP_5471,15.51,21.00
two-component system response regulator,1677738,1678157,420,forward,,15.51,21.00
hypothetical protein CDS,1678237,1678518,282,forward,PP_1473,16.04,21.72
hypothetical protein,1678237,1678518,282,forward,,16.04,21.72
hypothetical protein CDS,1678705,1679580,876,reverse,PP_1474,11.88,16.08
hypothetical protein,1678705,1679580,876,reverse,,11.88,16.08
CAIB/BAIF family protein CDS,1679601,1680800,1200,reverse,PP_1475,8.82,11.94
CAIB/BAIF family protein,1679601,1680800,1200,reverse,,8.82,11.94
hypothetical protein CDS,1680931,1681473,543,forward,PP_1476,17.83,24.14
hypothetical protein,1680931,1681473,543,forward,,17.83,24.14
recJ CDS,1681482,1683191,1710,forward,PP_1477,3.54,4.80
ssDNA-specific exonuclease RecJ,1681482,1683191,1710,forward,,3.54,4.80
xenobiotic reductase CDS,1683422,1684528,1107,forward,PP_1478,243.39,329.52
xenobiotic reductase,1683422,1684528,1107,forward,,243.39,329.52
hicB CDS,1684539,1684871,333,reverse,PP_1479,118.19,160.01
HicB family nuclease,1684539,1684871,333,reverse,,118.19,160.01
hypothetical protein CDS,1684868,1685122,255,reverse,PP_1480,72.03,97.51
hypothetical protein,1684868,1685122,255,reverse,,72.03,97.51
patD CDS,1685354,1686778,1425,reverse,PP_1481,114.86,155.50
medium chain aldehyde dehydrogenase,1685354,1686778,1425,reverse,,114.86,155.50
ydcV CDS,1686796,1687602,807,reverse,PP_1482,98.88,133.87
polyamine ABC transporter permease,1686796,1687602,807,reverse,,98.88,133.87
ydcU CDS,1687592,1688503,912,reverse,PP_1483,15.28,20.68
polyamine ABC transporter permease,1687592,1688503,912,reverse,,15.28,20.68
ydcT CDS,1688505,1689536,1032,reverse,PP_1484,26.91,36.44
polyamine ABC transporter ATP-binding protein,1688505,1689536,1032,reverse,,26.91,36.44
ydcS CDS,1689685,1690830,1146,reverse,PP_1486,191.37,259.09
"polyamine ABC transporter, periplasmic polyamine-binding protein",1689685,1690830,1146,reverse,,191.37,259.09
hypothetical protein CDS,1691053,1691733,681,forward,PP_1487,6.64,8.99
hypothetical protein,1691053,1691733,681,forward,,6.64,8.99
methyl-accepting chemotaxis transducer CDS,1691904,1693526,1623,forward,PP_1488,35.62,48.23
methyl-accepting chemotaxis transducer,1691904,1693526,1623,forward,,35.62,48.23
CheW domain-containing protein CDS,1693532,1694038,507,forward,PP_1489,19.09,25.85
CheW domain-containing protein,1693532,1694038,507,forward,,19.09,25.85
wspC CDS,1694035,1695309,1275,forward,PP_1490,14.76,19.98
biofilm formation methyltransferase WspC,1694035,1695309,1275,forward,,14.76,19.98
CheW domain-containing protein CDS,1695324,1695971,648,forward,PP_1491,21.92,29.68
CheW domain-containing protein,1695324,1695971,648,forward,,21.92,29.68
two-component system sensor histidine kinase/response regulator CDS,1695968,1698256,2289,forward,PP_1492,32.41,43.88
two-component system sensor histidine kinase/response regulator,1695968,1698256,2289,forward,,32.41,43.88
cheBC CDS,1698253,1699266,1014,forward,PP_1493,41.85,56.65
chemotaxis response regulator protein-glutamate methylesterase,1698253,1699266,1014,forward,,41.85,56.65
GGDEF domain-containing response regulator CDS,1699315,1700322,1008,forward,PP_1494,38.24,51.77
GGDEF domain-containing response regulator,1699315,1700322,1008,forward,,38.24,51.77
prfB CDS,1700460,1701555,1096,forward,PP_1495,11.56,15.65
peptide chain release factor 2,1700460,1701555,1096,forward,,11.56,15.65
lysS CDS,1701649,1703151,1503,forward,PP_1496,6.26,8.48
lysine--tRNA ligase,1701649,1703151,1503,forward,,6.26,8.48
TetR family transcriptional regulator CDS,1703318,1704034,717,forward,PP_1497,16.53,22.38
TetR family transcriptional regulator,1703318,1704034,717,forward,,16.53,22.38
lipoprotein CDS,1704065,1704613,549,forward,PP_1498,49.61,67.16
